,client_id,product_category,product_company,subtype,amount,date,transaction_type
632697,680,28,,Replenishment,2997,01/01/2020 03:18,Positive
56088,61,5,McDonald's,Purchase,561,01/01/2020 03:18,Negative
475540,513,5,Dodo Pizza,Purchase,257,01/01/2020 03:18,Negative
322969,349,6,Arrow,Purchase,88,01/01/2020 03:18,Negative
230512,249,6,,Purchase,54,01/01/2020 03:18,Negative
895886,966,3,GETT,Purchase,508,01/01/2020 03:22,Negative
779131,840,2,Yandex.Lavka,Purchase,522,01/01/2020 03:22,Negative
682228,735,6,Moscow subway,Purchase,70,01/01/2020 03:22,Negative
882930,951,28,,Replenishment,2309,01/01/2020 03:23,Positive
527945,569,6,,Purchase,one hundred,01/01/2020 03:23,Negative
327067,354,5,KFC,Purchase,446,01/01/2020 03:24,Negative
98775,106,28,,Translation,1911,01/01/2020 03:24,Negative
189831,206,5,McDonald's,Purchase,524,01/01/2020 03:24,Negative
369665,399,5,Dodo Pizza,Purchase,476,01/01/2020 03:25,Negative
219830,237,14,Miraj Restaurant,Purchase,2029,01/01/2020 03:26,Negative
877225,945,6,Moscow subway,Purchase,68,01/01/2020 03:27,Negative
505889,545,6,,Purchase,61,01/01/2020 03:27,Negative
475301,512,28,,Replenishment,86,01/01/2020 03:27,Positive
212673,230,2,Auchan,Purchase,1349,01/01/2020 03:28,Negative
34425,37,28,,Translation,1934,01/01/2020 03:28,Negative
876770,944,28,,Translation,1850,01/01/2020 03:29,Negative
886603,955,9,CENTURY OF DEVELOPMENT,Purchase,416,01/01/2020 03:30,Negative
749281,807,6,Arrow,Purchase,52,01/01/2020 03:31,Negative
199208,215,twenty,,Purchase,1387,01/01/2020 03:31,Negative
445441,480,6,,Purchase,95,01/01/2020 03:32,Negative
616957,664,2,Auchan,Purchase,1576,01/01/2020 03:32,Negative
771305,831,6,Moscow subway,Purchase,97,01/01/2020 03:32,Negative
315471,341,2,Auchan,Purchase,2728,01/01/2020 03:32,Negative
720814,776,6,Arrow,Purchase,57,01/01/2020 03:33,Negative
461195,497,eleven,BritVa Barbershop,Purchase,1631,01/01/2020 03:33,Negative
119271,128,twenty,,Purchase,1359,01/01/2020 03:34,Negative
405132,437,5,KFC,Purchase,299,01/01/2020 03:34,Negative
433144,467,6,Arrow,Purchase,85,01/01/2020 03:34,Negative
294661,318,thirteen,WILDBERRIES,Purchase,9503,01/01/2020 03:36,Negative
165281,179,3,YandexGO,Purchase,463,01/01/2020 03:36,Negative
54769,59,eleven,Hairdresser DIMAX,Purchase,1246,01/01/2020 03:37,Negative
690732,744,10,Great Moscow Circus,Purchase,714,01/01/2020 03:37,Negative
90237,97,6,,Purchase,69,01/01/2020 03:39,Negative
831239,895,eight,Karo Film,Purchase,482,01/01/2020 03:40,Negative
487274,525,6,Moscow subway,Purchase,73,01/01/2020 03:40,Negative
565547,609,6,,Purchase,66,01/01/2020 03:41,Negative
9848,eleven,6,Arrow,Purchase,87,01/01/2020 03:41,Negative
348447,376,eleven,Cosmetic center,Purchase,2319,01/01/2020 03:43,Negative
151841,164,6,Moscow subway,Purchase,73,01/01/2020 03:43,Negative
726354,782,6,,Purchase,52,01/01/2020 03:43,Negative
165570,179,6,,Purchase,99,01/01/2020 03:44,Negative
890535,960,5,Yakitoria,Purchase,580,01/01/2020 03:45,Negative
33559,37,2,SberMarket,Purchase,2721,01/01/2020 03:45,Negative
478416,516,6,Arrow,Purchase,80,01/01/2020 03:47,Negative
852254,918,6,Arrow,Purchase,60,01/01/2020 03:49,Negative
600435,646,6,,Purchase,65,01/01/2020 03:49,Negative
477579,515,6,,Purchase,99,01/01/2020 03:49,Negative
417480,450,6,,Purchase,57,01/01/2020 03:50,Negative
478337,516,5,PizzaHut,Purchase,512,01/01/2020 03:51,Negative
708694,763,6,Moscow subway,Purchase,94,01/01/2020 03:51,Negative
877800,946,5,Tanuki,Purchase,207,01/01/2020 03:52,Negative
295600,319,thirteen,WILDBERRIES,Purchase,4658,01/01/2020 03:52,Negative
735952,792,28,,Replenishment,979,01/01/2020 03:52,Positive
206770,224,3,Citymobil,Purchase,696,01/01/2020 03:52,Negative
615195,662,5,,Purchase,168,01/01/2020 03:53,Negative
135868,146,thirteen,Bershka,Purchase,4192,01/01/2020 03:53,Negative
498335,537,6,,Purchase,one hundred,01/01/2020 03:54,Negative
791432,853,6,Moscow subway,Purchase,52,01/01/2020 03:54,Negative
744391,802,2,Platypus Online,Purchase,1728,01/01/2020 03:55,Negative
513405,553,6,Moscow subway,Purchase,51,01/01/2020 03:56,Negative
843697,908,twenty,,Purchase,1412,01/01/2020 03:56,Negative
760211,819,6,Arrow,Purchase,98,01/01/2020 03:56,Negative
98718,106,sixteen,,Purchase,1133,01/01/2020 03:56,Negative
619927,667,6,Arrow,Purchase,97,01/01/2020 03:57,Negative
663411,714,6,,Purchase,57,01/01/2020 03:58,Negative
918705,990,2,SberMarket,Purchase,4322,01/01/2020 03:59,Negative
612696,659,6,Arrow,Purchase,98,01/01/2020 04:00,Negative
127410,137,6,Moscow subway,Purchase,54,01/01/2020 04:00,Negative
876998,945,5,Tanuki,Purchase,584,01/01/2020 04:00,Negative
30421,33,thirteen,Lamoda,Purchase,7334,01/01/2020 04:00,Negative
221301,239,5,McDonald's,Purchase,372,01/01/2020 04:02,Negative
376118,406,5,,Purchase,566,01/01/2020 04:02,Negative
297993,322,5,Burger king,Purchase,278,01/01/2020 04:03,Negative
791679,853,eight,Cinema Pobeda,Purchase,469,01/01/2020 04:04,Negative
185031,200,28,,Replenishment,155,01/01/2020 04:04,Positive
457546,493,6,Arrow,Purchase,84,01/01/2020 04:05,Negative
148660,160,28,,Translation,1276,01/01/2020 04:06,Negative
737685,794,eleven,Hairdresser DIMAX,Purchase,715,01/01/2020 04:06,Negative
878634,947,2,Auchan,Purchase,3320,01/01/2020 04:06,Negative
630036,677,nineteen,,Purchase,822,01/01/2020 04:06,Negative
691479,745,6,,Purchase,95,01/01/2020 04:08,Negative
361673,390,6,Moscow subway,Purchase,59,01/01/2020 04:08,Negative
436939,471,6,Moscow subway,Purchase,97,01/01/2020 04:09,Negative
371760,401,6,Moscow subway,Purchase,54,01/01/2020 04:09,Negative
339209,367,5,Tanuki,Purchase,351,01/01/2020 04:09,Negative
170297,184,eight,Karo Film,Purchase,367,01/01/2020 04:11,Negative
184980,200,28,,Translation,2738,01/01/2020 04:12,Negative
21545,24,5,Dodo Pizza,Purchase,160,01/01/2020 04:12,Negative
319419,345,6,Arrow,Purchase,67,01/01/2020 04:13,Negative
252097,273,one,Carousel,Purchase,676,01/01/2020 04:13,Negative
256724,278,5,KFC,Purchase,153,01/01/2020 04:13,Negative
725435,781,6,Arrow,Purchase,69,01/01/2020 04:14,Negative
44301,48,6,,Purchase,70,01/01/2020 04:14,Negative
33248,36,thirteen,H&M,Purchase,6600,01/01/2020 04:14,Negative
737510,794,9,CENTURY OF DEVELOPMENT,Purchase,540,01/01/2020 04:14,Negative
577313,621,10,Coral pool,Purchase,362,01/01/2020 04:15,Negative
161120,174,6,Arrow,Purchase,95,01/01/2020 04:15,Negative
536101,578,one,Lifcar,Purchase,1274,01/01/2020 04:16,Negative
318429,344,5,Tanuki,Purchase,458,01/01/2020 04:16,Negative
694907,749,3,GETT,Purchase,679,01/01/2020 04:16,Negative
588543,633,6,Arrow,Purchase,83,01/01/2020 04:16,Negative
88096,95,6,,Purchase,99,01/01/2020 04:17,Negative
862049,929,5,Dodo Pizza,Purchase,431,01/01/2020 04:19,Negative
328629,355,28,,Translation,1229,01/01/2020 04:19,Negative
612981,659,thirteen,WILDBERRIES,Purchase,3161,01/01/2020 04:20,Negative
172721,187,6,Moscow subway,Purchase,86,01/01/2020 04:20,Negative
825579,889,6,Moscow subway,Purchase,98,01/01/2020 04:20,Negative
200222,217,one,BelkaCar,Purchase,973,01/01/2020 04:21,Negative
318359,344,5,,Purchase,446,01/01/2020 04:21,Negative
528641,570,3,Citymobil,Purchase,440,01/01/2020 04:22,Negative
268068,290,6,,Purchase,76,01/01/2020 04:23,Negative
445534,480,6,Moscow subway,Purchase,76,01/01/2020 04:25,Negative
299562,323,28,,Replenishment,837,01/01/2020 04:25,Positive
146258,158,5,McDonald's,Purchase,262,01/01/2020 04:26,Negative
414740,447,9,CENTURY OF DEVELOPMENT,Purchase,318,01/01/2020 04:27,Negative
660438,711,6,Arrow,Purchase,58,01/01/2020 04:27,Negative
304429,329,5,,Purchase,488,01/01/2020 04:28,Negative
809909,872,9,White Rabbit,Purchase,406,01/01/2020 04:28,Negative
413472,446,6,,Purchase,54,01/01/2020 04:29,Negative
243917,264,6,,Purchase,68,01/01/2020 04:29,Negative
261366,283,5,Burger king,Purchase,335,01/01/2020 04:30,Negative
360670,389,6,Moscow subway,Purchase,82,01/01/2020 04:30,Negative
566210,609,28,,Translation,172,01/01/2020 04:30,Negative
926466,998,5,Tanuki,Purchase,441,01/01/2020 04:30,Negative
364268,393,6,,Purchase,77,01/01/2020 04:31,Negative
329099,356,6,Moscow subway,Purchase,54,01/01/2020 04:33,Negative
395603,426,6,Moscow subway,Purchase,95,01/01/2020 04:33,Negative
531107,572,thirteen,Marks & Spencer,Purchase,4948,01/01/2020 04:34,Negative
605741,652,one,Delimobil,Purchase,1312,01/01/2020 04:35,Negative
189731,206,2,Platypus Online,Purchase,1492,01/01/2020 04:35,Negative
354821,383,6,Moscow subway,Purchase,86,01/01/2020 04:35,Negative
530954,572,6,,Purchase,66,01/01/2020 04:35,Negative
786088,847,10,Coral pool,Purchase,740,01/01/2020 04:36,Negative
868844,936,6,Arrow,Purchase,50,01/01/2020 04:37,Negative
726400,782,6,Moscow subway,Purchase,72,01/01/2020 04:37,Negative
31122,34,6,Moscow subway,Purchase,87,01/01/2020 04:37,Negative
34343,37,21,,Purchase,3554,01/01/2020 04:38,Negative
272017,294,15,Gas station GAZPROM,Purchase,1602,01/01/2020 04:39,Negative
803982,866,7,Planet Health,Purchase,497,01/01/2020 04:39,Negative
618978,666,5,,Purchase,440,01/01/2020 04:41,Negative
548307,591,5,Dodo Pizza,Purchase,169,01/01/2020 04:41,Negative
289062,313,2,Crossroads,Purchase,1883,01/01/2020 04:42,Negative
243972,264,6,Moscow subway,Purchase,73,01/01/2020 04:42,Negative
715810,770,28,,Replenishment,1063,01/01/2020 04:43,Positive
666806,718,2,Billa,Purchase,2376,01/01/2020 04:43,Negative
318559,344,6,Arrow,Purchase,one hundred,01/01/2020 04:43,Negative
865997,933,6,,Purchase,83,01/01/2020 04:43,Negative
314912,340,6,Moscow subway,Purchase,55,01/01/2020 04:44,Negative
711164,766,one,Youdrive,Purchase,1055,01/01/2020 04:44,Negative
592738,637,28,,Translation,2516,01/01/2020 04:45,Negative
161684,175,one,Yandex.Drive,Purchase,1330,01/01/2020 04:45,Negative
527349,568,eight,Kinohod,Purchase,430,01/01/2020 04:46,Negative
439734,474,6,,Purchase,54,01/01/2020 04:46,Negative
215085,232,eleven,Rive Gauche,Purchase,1477,01/01/2020 04:46,Negative
365894,395,3,Kiwi Taxi,Purchase,457,01/01/2020 04:46,Negative
249551,270,6,,Purchase,70,01/01/2020 04:48,Negative
375704,405,10,Theater Magic Lantern,Purchase,469,01/01/2020 04:48,Negative
69011,75,2,SberMarket,Purchase,1349,01/01/2020 04:48,Negative
286563,310,6,,Purchase,60,01/01/2020 04:50,Negative
918561,989,28,,Translation,924,01/01/2020 04:50,Negative
299224,323,6,Moscow subway,Purchase,86,01/01/2020 04:52,Negative
848226,914,one,Delimobil,Purchase,1291,01/01/2020 04:52,Negative
420480,453,28,,Replenishment,1430,01/01/2020 04:53,Positive
621947,669,6,Arrow,Purchase,82,01/01/2020 04:53,Negative
487924,526,5,Yakitoria,Purchase,398,01/01/2020 04:54,Negative
560067,603,6,Moscow subway,Purchase,94,01/01/2020 04:54,Negative
686935,740,6,,Purchase,85,01/01/2020 04:54,Negative
17129,nineteen,6,,Purchase,78,01/01/2020 04:54,Negative
912934,984,2,SberMarket,Purchase,1866,01/01/2020 04:55,Negative
429188,463,2,Billa,Purchase,1490,01/01/2020 04:55,Negative
580536,625,5,Dodo Pizza,Purchase,379,01/01/2020 04:55,Negative
321186,347,6,Arrow,Purchase,77,01/01/2020 04:55,Negative
488620,526,28,,Translation,2545,01/01/2020 04:56,Negative
363474,392,6,Moscow subway,Purchase,58,01/01/2020 04:56,Negative
620266,667,thirteen,WILDBERRIES,Purchase,8449,01/01/2020 04:56,Negative
683572,736,6,,Purchase,50,01/01/2020 04:57,Negative
556781,600,5,Yakitoria,Purchase,562,01/01/2020 04:57,Negative
390242,420,28,,Replenishment,2877,01/01/2020 04:58,Positive
843657,908,sixteen,,Purchase,1137,01/01/2020 04:58,Negative
667465,718,sixteen,,Purchase,1115,01/01/2020 04:58,Negative
783075,844,6,,Purchase,52,01/01/2020 04:58,Negative
575495,619,eight,Kinohod,Purchase,350,01/01/2020 04:59,Negative
321798,348,5,McDonald's,Purchase,346,01/01/2020 04:59,Negative
822765,886,6,Arrow,Purchase,91,01/01/2020 04:59,Negative
157674,170,14,IL patio,Purchase,587,01/01/2020 04:59,Negative
185552,201,6,,Purchase,59,01/01/2020 05:00,Negative
370672,400,5,Tanuki,Purchase,286,01/01/2020 05:01,Negative
408907,441,6,Moscow subway,Purchase,56,01/01/2020 05:02,Negative
810277,873,5,KFC,Purchase,275,01/01/2020 05:02,Negative
96575,104,6,Arrow,Purchase,93,01/01/2020 05:02,Negative
624779,672,6,,Purchase,58,01/01/2020 05:03,Negative
822425,886,5,Burger king,Purchase,511,01/01/2020 05:04,Negative
904,one,28,,Translation,1674,01/01/2020 05:05,Negative
360792,389,6,Arrow,Purchase,59,01/01/2020 05:07,Negative
103266,111,6,,Purchase,55,01/01/2020 05:07,Negative
223320,241,6,,Purchase,56,01/01/2020 05:08,Negative
74731,81,5,,Purchase,555,01/01/2020 05:08,Negative
639773,688,10,Coral pool,Purchase,646,01/01/2020 05:08,Negative
103473,111,eleven,Hairdresser DIMAX,Purchase,2100,01/01/2020 05:09,Negative
7752,9,5,McDonald's,Purchase,170,01/01/2020 05:09,Negative
336919,364,sixteen,,Purchase,1127,01/01/2020 05:09,Negative
417872,451,one,Lifcar,Purchase,1181,01/01/2020 05:09,Negative
453744,489,6,,Purchase,58,01/01/2020 05:10,Negative
598,one,6,Moscow subway,Purchase,83,01/01/2020 05:11,Negative
536949,578,nineteen,,Purchase,1259,01/01/2020 05:11,Negative
168460,182,6,,Purchase,85,01/01/2020 05:12,Negative
912486,983,6,,Purchase,69,01/01/2020 05:12,Negative
219139,237,one,Lifcar,Purchase,1052,01/01/2020 05:14,Negative
324379,351,5,Yakitoria,Purchase,196,01/01/2020 05:14,Negative
3456,4,thirteen,Marks & Spencer,Purchase,1254,01/01/2020 05:14,Negative
603100,649,5,Dodo Pizza,Purchase,462,01/01/2020 05:15,Negative
547479,590,6,,Purchase,99,01/01/2020 05:16,Negative
394348,425,6,Arrow,Purchase,69,01/01/2020 05:16,Negative
367988,397,6,,Purchase,85,01/01/2020 05:17,Negative
434224,468,6,,Purchase,98,01/01/2020 05:17,Negative
323058,349,7,Planet Health,Purchase,116,01/01/2020 05:19,Negative
617121,664,6,Moscow subway,Purchase,78,01/01/2020 05:19,Negative
586663,631,6,Arrow,Purchase,50,01/01/2020 05:20,Negative
353668,382,5,PizzaHut,Purchase,502,01/01/2020 05:23,Negative
33739,37,5,Dodo Pizza,Purchase,518,01/01/2020 05:23,Negative
78943,85,6,Arrow,Purchase,97,01/01/2020 05:23,Negative
95709,103,6,Moscow subway,Purchase,65,01/01/2020 05:23,Negative
891541,961,6,Moscow subway,Purchase,76,01/01/2020 05:24,Negative
782564,843,28,,Replenishment,2433,01/01/2020 05:24,Positive
599151,644,28,,Translation,865,01/01/2020 05:25,Negative
386078,416,6,Arrow,Purchase,76,01/01/2020 05:25,Negative
282108,305,7,36.6,Purchase,370,01/01/2020 05:26,Negative
168218,182,6,Moscow subway,Purchase,59,01/01/2020 05:26,Negative
565572,609,6,Moscow subway,Purchase,54,01/01/2020 05:26,Negative
359450,388,5,KFC,Purchase,505,01/01/2020 05:27,Negative
606179,652,6,,Purchase,82,01/01/2020 05:27,Negative
94091,101,7,Pharmacy VITA Express,Purchase,567,01/01/2020 05:27,Negative
545693,588,6,Moscow subway,Purchase,84,01/01/2020 05:28,Negative
652829,702,28,,Translation,2664,01/01/2020 05:29,Negative
760397,819,6,Arrow,Purchase,66,01/01/2020 05:29,Negative
596918,642,7,Pharmacy 23 plus,Purchase,260,01/01/2020 05:29,Negative
212317,229,eight,Kinohod,Purchase,381,01/01/2020 05:30,Negative
380905,411,3,Kiwi Taxi,Purchase,563,01/01/2020 05:30,Negative
281040,304,6,Arrow,Purchase,74,01/01/2020 05:31,Negative
745966,803,eighteen,,Purchase,1328,01/01/2020 05:31,Negative
585009,629,nineteen,,Purchase,868,01/01/2020 05:31,Negative
401633,433,5,McDonald's,Purchase,596,01/01/2020 05:31,Negative
495038,533,9,White Rabbit,Purchase,426,01/01/2020 05:32,Negative
658387,709,2,Platypus Online,Purchase,3380,01/01/2020 05:33,Negative
704632,759,5,Burger king,Purchase,429,01/01/2020 05:33,Negative
793215,855,6,Arrow,Purchase,64,01/01/2020 05:34,Negative
251472,272,6,Arrow,Purchase,77,01/01/2020 05:35,Negative
842564,907,14,IL patio,Purchase,2186,01/01/2020 05:35,Negative
286419,310,5,Yakitoria,Purchase,314,01/01/2020 05:35,Negative
851327,917,6,Arrow,Purchase,85,01/01/2020 05:35,Negative
431716,465,eight,Kinohod,Purchase,380,01/01/2020 05:36,Negative
210389,227,9,Read-city,Purchase,529,01/01/2020 05:36,Negative
277629,300,thirteen,WILDBERRIES,Purchase,5289,01/01/2020 05:37,Negative
590257,635,6,Moscow subway,Purchase,95,01/01/2020 05:38,Negative
8286,9,14,Miraj Restaurant,Purchase,977,01/01/2020 05:39,Negative
181670,197,6,,Purchase,84,01/01/2020 05:39,Negative
174175,189,3,GETT,Purchase,875,01/01/2020 05:40,Negative
347905,376,2,SberMarket,Purchase,677,01/01/2020 05:40,Negative
165432,179,5,Tanuki,Purchase,387,01/01/2020 05:41,Negative
687102,740,6,,Purchase,88,01/01/2020 05:42,Negative
216480,234,5,PizzaHut,Purchase,253,01/01/2020 05:43,Negative
252360,273,6,Moscow subway,Purchase,98,01/01/2020 05:43,Negative
875244,943,6,Moscow subway,Purchase,50,01/01/2020 05:43,Negative
824481,888,5,PizzaHut,Purchase,251,01/01/2020 05:45,Negative
628913,676,eleven,Hairdresser DIMAX,Purchase,1065,01/01/2020 05:45,Negative
239535,259,6,Moscow subway,Purchase,90,01/01/2020 05:45,Negative
649238,698,14,IL patio,Purchase,2764,01/01/2020 05:45,Negative
263092,284,28,,Replenishment,2379,01/01/2020 05:46,Positive
765641,825,5,,Purchase,421,01/01/2020 05:46,Negative
133283,143,28,,Translation,2492,01/01/2020 05:47,Negative
709913,764,eleven,Hairdresser DIMAX,Purchase,665,01/01/2020 05:47,Negative
268798,291,6,Arrow,Purchase,56,01/01/2020 05:48,Negative
4147,5,6,Moscow subway,Purchase,91,01/01/2020 05:48,Negative
479265,517,5,KFC,Purchase,397,01/01/2020 05:48,Negative
52165,56,9,Rospechat,Purchase,265,01/01/2020 05:49,Negative
148849,161,5,PizzaHut,Purchase,244,01/01/2020 05:49,Negative
919699,991,5,Yakitoria,Purchase,408,01/01/2020 05:50,Negative
94836,102,6,Arrow,Purchase,87,01/01/2020 05:51,Negative
430786,464,eleven,BritVa Barbershop,Purchase,992,01/01/2020 05:52,Negative
75518,82,3,Kiwi Taxi,Purchase,807,01/01/2020 05:52,Negative
699382,753,6,,Purchase,61,01/01/2020 05:53,Negative
430149,464,one,Lifcar,Purchase,1097,01/01/2020 05:54,Negative
668288,719,10,Great Moscow Circus,Purchase,632,01/01/2020 05:55,Negative
588951,634,one,Lifcar,Purchase,738,01/01/2020 05:56,Negative
148801,161,2,SberMarket,Purchase,1278,01/01/2020 05:56,Negative
289854,313,twenty,,Purchase,2583,01/01/2020 05:56,Negative
29200,32,6,Moscow subway,Purchase,81,01/01/2020 05:56,Negative
88331,95,10,Theater Magic Lantern,Purchase,748,01/01/2020 05:56,Negative
634862,683,6,,Purchase,82,01/01/2020 05:57,Negative
6240,7,6,Moscow subway,Purchase,77,01/01/2020 05:57,Negative
170672,185,one,BelkaCar,Purchase,1361,01/01/2020 05:57,Negative
310551,335,28,,Replenishment,1311,01/01/2020 05:57,Positive
792405,854,6,Moscow subway,Purchase,89,01/01/2020 05:57,Negative
762322,821,6,Arrow,Purchase,55,01/01/2020 05:58,Negative
855371,921,eight,Cinema Pobeda,Purchase,395,01/01/2020 05:58,Negative
408815,441,6,Arrow,Purchase,58,01/01/2020 05:58,Negative
435047,469,6,Moscow subway,Purchase,50,01/01/2020 05:59,Negative
168478,182,6,Arrow,Purchase,51,01/01/2020 05:59,Negative
690234,744,2,Crossroads,Purchase,1760,01/01/2020 06:00,Negative
327456,354,6,Moscow subway,Purchase,71,01/01/2020 06:00,Negative
436944,471,6,Arrow,Purchase,53,01/01/2020 06:02,Negative
801205,863,nineteen,,Purchase,1292,01/01/2020 06:02,Negative
691976,746,one,BelkaCar,Purchase,1140,01/01/2020 06:03,Negative
506429,545,28,,Translation,640,01/01/2020 06:04,Negative
876645,944,7,Planet Health,Purchase,424,01/01/2020 06:05,Negative
247667,268,6,Moscow subway,Purchase,87,01/01/2020 06:06,Negative
237704,257,6,Moscow subway,Purchase,67,01/01/2020 06:06,Negative
581165,625,15,Gas station GAZPROM,Purchase,1798,01/01/2020 06:07,Negative
245435,265,28,,Replenishment,1781,01/01/2020 06:09,Positive
80465,87,5,Yakitoria,Purchase,553,01/01/2020 06:10,Negative
400694,432,5,Yakitoria,Purchase,383,01/01/2020 06:13,Negative
351518,379,28,,Translation,2693,01/01/2020 06:14,Negative
737737,794,nineteen,,Purchase,1446,01/01/2020 06:14,Negative
300370,324,twenty,,Purchase,605,01/01/2020 06:14,Negative
575081,619,6,,Purchase,74,01/01/2020 06:15,Negative
289299,313,6,Arrow,Purchase,78,01/01/2020 06:15,Negative
121187,131,one,Lifcar,Purchase,450,01/01/2020 06:15,Negative
543474,585,28,,Translation,2610,01/01/2020 06:15,Negative
842469,907,6,,Purchase,70,01/01/2020 06:15,Negative
744671,802,6,Moscow subway,Purchase,81,01/01/2020 06:16,Negative
121937,131,17,,Purchase,31954,01/01/2020 06:16,Negative
609829,656,6,,Purchase,57,01/01/2020 06:16,Negative
464685,501,eleven,BritVa Barbershop,Purchase,1081,01/01/2020 06:17,Negative
515128,555,6,,Purchase,87,01/01/2020 06:17,Negative
275670,298,6,Arrow,Purchase,87,01/01/2020 06:17,Negative
741349,798,10,Bowling Club Scooter,Purchase,674,01/01/2020 06:18,Negative
62287,67,15,ROSNEFT,Purchase,1764,01/01/2020 06:19,Negative
